Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Play Disney Parks,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A.",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents,Holiday Treats Locations - Mickey's Very Merry Christmas Party
11/18/2018 10:20,0,5,0,0,0,30,0,0,0,15,35,0,0,0,0,0,0,0,0,0,30,60,40,10,25,0,25,50,0,10,0,10,90,25,80,40,0,0,20,25,0,35,0,0,0,0,0,0
11/18/2018 10:30,0,5,0,0,0,30,0,0,0,20,45,0,0,0,0,0,0,0,0,0,35,60,55,10,30,0,30,70,0,10,0,10,110,35,90,60,0,30,25,30,0,45,0,0,0,0,0,0
11/18/2018 10:40,0,15,0,0,0,35,0,0,0,25,45,0,0,0,0,0,0,0,0,0,40,60,60,15,35,0,35,100,0,20,0,10,100,60,110,65,0,30,35,40,0,35,0,0,0,0,0,0
11/18/2018 10:50,0,15,0,0,0,35,0,0,0,30,55,0,0,0,0,0,0,0,0,0,40,45,50,15,45,0,40,120,0,20,0,10,90,55,95,65,0,60,35,60,0,40,0,0,0,0,0,0
11/18/2018 11:00,0,15,0,0,0,40,0,0,0,35,60,20,0,0,0,0,0,0,0,0,35,65,50,15,45,0,45,145,0,20,0,10,105,50,90,65,0,75,40,60,0,40,0,0,0,0,0,0
11/18/2018 11:10,0,25,0,0,0,45,0,0,0,35,65,120,0,0,0,0,0,0,0,0,40,65,45,15,50,0,40,145,0,20,0,10,105,50,90,65,0,75,35,60,0,40,0,0,0,0,0,0
11/18/2018 11:20,0,25,0,0,0,45,0,0,0,35,65,90,0,0,0,0,0,0,0,0,40,50,45,15,55,0,35,120,0,25,0,10,85,60,90,50,0,75,35,30,0,45,0,0,0,0,0,0
11/18/2018 11:30,0,25,0,0,0,45,0,0,0,35,75,130,0,0,0,0,0,0,0,0,35,55,55,15,55,0,30,105,0,25,0,20,90,55,90,50,0,70,40,0,0,50,0,0,0,0,0,0
11/18/2018 11:40,0,20,0,0,0,40,0,0,0,40,85,130,0,0,0,0,0,0,0,0,35,60,60,15,75,0,30,105,0,30,0,15,85,40,90,60,0,50,40,0,0,55,0,0,0,0,0,0
11/18/2018 11:50,0,25,0,5,0,40,0,0,0,65,90,135,0,0,0,0,0,0,0,0,35,75,60,15,70,0,45,90,0,30,0,15,80,45,85,75,0,60,40,0,0,55,0,0,0,0,10,0
11/18/2018 12:00,0,25,0,5,0,30,0,0,0,65,90,125,0,0,0,0,0,0,0,0,35,75,65,15,70,0,45,95,0,30,0,20,90,45,90,80,0,60,40,25,0,55,0,0,0,0,10,0
11/18/2018 12:10,0,30,0,5,0,30,0,0,0,65,90,125,0,0,0,0,0,0,0,0,35,75,70,20,70,0,45,95,0,35,0,30,90,45,95,80,0,60,40,40,0,55,0,0,0,0,10,0
11/18/2018 12:20,0,25,0,5,0,25,0,0,0,65,70,145,0,0,0,0,0,0,0,0,35,75,70,20,60,0,45,75,0,40,0,30,95,55,95,80,0,75,50,55,0,55,0,0,0,0,10,0
11/18/2018 12:30,0,25,0,5,0,30,0,0,0,65,70,160,0,0,0,0,0,0,0,0,30,75,55,20,55,0,45,75,0,35,0,30,95,55,120,90,0,75,50,55,0,40,0,0,0,0,10,0
11/18/2018 12:40,0,20,0,5,0,40,0,0,0,40,45,175,0,0,0,0,0,0,0,0,35,65,50,20,45,0,45,90,0,30,0,30,95,65,120,105,0,75,40,45,0,45,0,0,0,0,10,0
11/18/2018 12:50,0,20,0,5,0,40,0,0,0,25,30,175,0,0,0,0,0,0,0,0,35,75,50,20,70,0,45,80,0,30,0,30,95,60,120,110,0,65,40,45,0,40,0,0,0,0,10,0
11/18/2018 13:00,0,20,0,5,0,70,0,0,0,15,40,160,0,0,0,0,0,0,0,0,30,70,45,20,45,0,50,65,0,25,0,30,90,35,120,105,0,65,20,50,0,40,0,0,0,0,10,0
11/18/2018 13:10,0,20,0,5,0,70,0,0,0,15,30,150,0,0,0,0,0,0,0,0,30,70,45,20,45,0,50,65,0,30,0,30,90,35,120,105,0,65,20,50,0,40,0,0,0,0,10,0
11/18/2018 13:20,0,15,0,5,0,45,0,0,0,55,30,130,0,0,0,0,0,0,0,0,35,70,50,20,45,0,45,70,0,30,0,30,95,60,120,90,0,60,35,40,0,50,0,0,0,0,10,0
11/18/2018 13:30,0,15,0,5,0,45,0,0,0,55,30,130,0,0,0,0,0,0,0,0,40,75,45,20,40,0,45,70,0,25,0,30,85,40,120,95,0,60,35,50,0,50,0,0,0,0,10,0
11/18/2018 13:40,0,25,0,5,0,45,0,0,0,55,45,120,0,0,0,0,0,0,0,0,40,70,45,20,50,0,40,65,0,25,0,10,85,45,90,80,0,80,35,50,0,55,0,0,0,0,10,0
11/18/2018 13:50,0,20,0,5,0,45,0,0,0,30,45,140,0,0,0,0,0,0,0,0,35,70,60,20,45,0,35,65,0,25,0,10,75,50,80,70,0,65,15,45,0,55,0,0,0,0,10,0
11/18/2018 14:00,0,20,0,5,0,45,0,0,0,25,50,145,0,0,0,0,0,0,0,0,40,70,45,15,50,0,30,65,0,25,0,10,75,45,80,70,0,50,15,50,0,55,0,0,0,0,10,0
11/18/2018 14:10,0,25,0,5,0,45,0,0,0,15,55,105,0,0,0,0,0,0,0,0,40,50,45,15,50,0,30,60,0,30,0,10,75,45,80,75,0,50,40,45,0,50,0,0,0,0,10,0
11/18/2018 14:20,0,30,0,5,0,45,0,0,0,15,55,120,0,0,0,0,0,0,0,0,30,40,40,15,55,0,30,55,0,30,0,10,70,40,80,75,0,45,25,45,0,40,0,0,0,0,10,0
11/18/2018 14:30,0,30,0,5,0,50,0,0,0,20,50,130,0,0,0,0,0,0,0,0,35,55,30,15,60,0,30,50,0,40,0,10,75,35,80,50,0,40,30,45,0,50,0,0,0,0,10,0
11/18/2018 14:40,0,30,0,5,0,45,0,0,0,20,40,130,0,0,0,0,0,0,0,0,35,55,45,15,60,0,50,40,0,35,0,10,85,50,80,55,0,70,30,40,0,50,0,0,0,0,10,0
11/18/2018 14:50,0,30,0,5,0,45,0,0,0,60,25,130,0,0,0,0,0,0,0,0,30,70,45,15,60,0,40,50,0,35,0,10,85,55,85,60,0,75,25,55,0,50,0,0,0,0,10,0
11/18/2018 15:00,0,30,0,5,0,40,0,0,0,60,40,140,0,0,0,0,0,0,0,0,30,70,65,15,55,0,50,50,0,30,0,10,85,55,80,90,0,75,40,55,0,30,0,0,0,0,10,0
11/18/2018 15:10,0,30,0,5,0,45,0,0,0,60,30,140,0,0,0,0,0,0,0,0,30,70,60,15,60,0,50,50,0,30,0,35,90,55,85,90,0,65,25,40,0,35,0,0,0,0,10,0
11/18/2018 15:20,0,30,0,5,0,45,0,0,0,60,30,125,0,0,0,0,0,0,0,0,30,60,60,15,55,0,45,60,0,30,0,45,90,35,80,90,0,65,30,50,0,45,0,0,0,0,10,0
11/18/2018 15:30,0,25,0,5,0,45,0,0,0,60,45,155,0,0,0,0,0,0,0,0,30,80,50,15,65,0,45,70,0,30,0,45,80,45,90,90,0,70,35,40,0,60,0,0,0,0,10,0
11/18/2018 15:40,0,25,0,5,0,45,0,0,0,60,50,155,0,0,0,0,0,0,0,0,30,70,45,15,70,0,65,80,0,30,0,45,75,55,90,75,0,65,40,40,0,45,0,0,0,0,10,0
11/18/2018 15:50,0,20,0,5,0,50,0,0,0,45,55,150,0,0,0,0,0,0,0,0,35,70,50,15,60,0,70,75,0,35,0,45,60,55,90,80,0,65,40,45,0,50,0,0,0,0,10,0
11/18/2018 16:00,0,25,0,5,0,55,0,0,0,30,60,165,0,0,0,0,0,0,0,0,35,65,55,15,55,0,80,75,0,35,0,45,90,40,90,85,0,55,40,40,0,55,0,0,0,0,10,0
11/18/2018 16:10,0,25,0,5,0,60,0,0,0,30,65,165,0,0,0,0,0,0,0,0,40,65,60,15,60,0,45,75,0,40,0,45,90,40,90,75,0,55,40,50,0,50,0,0,0,0,10,0
11/18/2018 16:20,0,25,0,5,0,55,0,0,0,30,65,145,0,0,0,0,0,0,0,0,50,80,60,15,60,0,65,65,0,40,0,30,85,55,90,90,0,65,15,55,0,40,0,0,0,0,10,0
11/18/2018 16:30,0,25,0,5,0,55,0,0,0,30,80,145,0,0,0,0,0,0,0,0,45,80,55,15,60,0,70,65,0,30,0,20,85,45,90,80,0,50,15,50,0,45,0,0,0,0,10,0
11/18/2018 16:40,0,25,0,5,0,55,0,0,0,45,70,125,0,0,0,0,0,0,0,0,40,80,45,15,55,0,75,60,0,15,0,15,95,25,85,80,0,80,55,50,0,50,0,0,0,0,10,0
11/18/2018 16:50,0,35,0,5,0,55,0,0,0,40,60,105,0,0,0,0,0,0,0,0,35,90,30,15,55,0,65,60,0,20,0,15,95,25,85,80,0,80,40,50,0,50,0,0,0,0,10,0
11/18/2018 17:00,0,35,0,5,0,55,0,0,0,45,15,105,0,0,0,0,0,0,0,0,40,80,45,15,55,0,70,65,0,20,0,15,75,60,90,80,0,80,40,40,0,45,0,0,0,0,10,0
11/18/2018 17:10,0,35,0,5,0,55,0,0,0,55,15,115,0,0,0,0,0,0,0,0,35,80,45,15,55,0,20,65,0,15,0,15,70,60,90,80,0,75,40,35,0,50,0,0,0,0,10,0
11/18/2018 17:20,0,30,0,5,0,55,0,0,0,70,20,140,0,0,0,0,0,0,0,0,35,80,50,20,60,0,20,65,0,20,0,15,75,35,90,65,0,85,50,45,0,45,0,0,0,0,10,0
11/18/2018 17:30,0,30,0,5,0,55,0,0,0,70,30,140,0,0,0,0,0,0,0,0,30,85,60,20,35,0,20,70,0,25,0,15,75,30,80,65,0,85,45,50,0,40,0,0,0,0,10,0
11/18/2018 17:40,0,30,0,5,0,55,0,0,0,60,40,150,0,0,0,0,0,0,0,0,30,90,60,20,35,0,45,70,0,25,0,15,80,40,75,65,0,85,45,50,0,50,0,0,0,0,10,0
11/18/2018 17:50,0,30,0,5,0,30,0,0,0,50,40,160,0,0,0,0,0,0,0,0,35,90,50,20,55,0,55,60,0,30,0,10,85,30,70,60,0,75,45,55,0,40,0,0,0,0,10,0
11/18/2018 18:00,0,25,0,5,0,35,0,0,0,40,45,150,0,0,0,0,0,0,0,0,40,90,45,20,45,0,55,65,0,30,0,10,90,30,70,55,0,75,20,40,0,40,0,0,0,0,10,0
11/18/2018 18:10,0,20,0,5,0,35,0,0,0,20,45,160,0,0,0,0,0,0,0,0,40,65,45,15,50,0,35,60,0,30,0,15,80,40,85,55,0,65,30,35,0,45,0,0,0,0,10,0
11/18/2018 18:20,0,25,0,5,0,35,0,0,0,15,55,180,0,0,0,0,0,0,0,0,40,55,40,15,55,0,55,55,0,30,0,0,80,40,85,50,0,60,30,40,0,50,0,0,0,0,10,0
11/18/2018 18:30,0,20,0,5,0,35,0,0,0,15,60,180,0,0,0,0,0,0,0,0,40,50,40,15,55,0,30,45,0,30,0,25,80,30,80,55,0,50,15,35,0,50,0,0,0,0,10,0
11/18/2018 18:40,0,20,0,5,0,55,0,0,0,15,60,180,0,0,0,0,0,0,0,0,30,50,45,15,55,0,35,45,0,25,0,30,75,30,80,50,0,50,35,40,0,45,0,0,0,0,10,0
11/18/2018 18:50,0,20,0,5,0,50,0,0,0,20,50,180,0,0,0,0,0,0,0,0,35,40,55,0,45,0,35,55,0,25,0,20,80,35,80,45,0,45,35,45,0,45,0,0,0,0,10,0
11/18/2018 19:00,0,20,0,5,0,50,0,0,0,25,40,180,0,0,0,0,0,0,0,0,25,45,60,0,45,0,30,60,0,25,0,10,90,35,80,45,0,50,25,45,0,35,0,0,0,0,10,0
11/18/2018 19:10,0,20,0,5,0,55,0,0,0,25,15,175,0,0,0,0,0,0,0,0,25,45,55,10,45,0,30,60,0,25,0,10,90,35,80,45,0,50,25,30,0,40,0,0,0,0,10,0
11/18/2018 19:20,0,20,0,5,0,55,0,0,0,30,20,170,0,0,0,0,0,0,0,0,35,55,65,10,35,0,35,55,0,25,0,15,85,30,85,35,0,45,25,30,0,40,0,0,0,0,10,0
11/18/2018 19:30,0,20,0,5,0,55,0,0,0,35,20,165,0,0,0,0,0,0,0,0,30,70,50,10,25,0,40,40,0,15,0,10,80,25,85,40,0,45,25,45,0,60,0,0,0,0,10,0
11/18/2018 19:40,0,20,0,5,0,15,0,0,0,35,30,160,0,0,0,0,0,0,0,0,20,55,60,10,25,0,45,40,0,15,0,10,80,25,70,40,0,45,25,45,0,60,0,0,0,0,10,0
11/18/2018 19:50,0,25,0,5,0,30,0,0,0,35,30,160,0,0,0,0,0,0,0,0,20,50,50,10,25,0,45,40,0,15,0,10,90,30,55,45,0,45,25,45,0,60,0,0,0,0,10,0
11/18/2018 20:00,0,20,0,5,0,35,0,0,0,30,30,120,0,0,0,0,0,0,0,0,30,50,45,10,40,0,45,50,0,20,0,10,80,30,65,45,0,55,25,45,0,60,0,0,0,0,10,0
11/18/2018 20:10,0,20,0,5,0,25,0,0,0,25,40,120,0,0,0,0,0,0,0,0,40,60,40,10,40,0,50,45,0,20,0,10,75,30,55,40,0,50,30,35,0,60,0,0,0,0,10,0
11/18/2018 20:20,0,20,0,5,0,25,0,0,0,20,40,105,0,0,0,0,0,0,0,0,30,60,40,10,40,0,55,35,0,20,0,10,80,20,50,30,0,40,30,35,0,60,0,0,0,0,10,0
11/18/2018 20:30,0,20,0,5,0,30,0,0,0,20,35,105,0,0,0,0,0,0,0,0,30,80,45,10,50,0,40,30,0,15,0,10,80,20,50,35,0,35,30,35,0,60,0,0,0,0,10,0
11/18/2018 20:40,0,20,0,5,0,30,0,0,0,15,25,110,0,0,0,0,0,0,0,0,40,45,35,10,50,0,30,30,0,10,0,10,70,25,40,35,0,30,30,45,0,45,0,0,0,0,10,0
11/18/2018 20:50,0,20,0,5,0,35,0,0,0,15,25,95,0,0,0,0,0,0,0,0,30,45,45,10,60,0,20,30,0,15,0,10,55,25,65,30,0,30,35,45,0,40,0,0,0,0,10,0
11/18/2018 21:00,0,20,0,5,0,35,0,0,0,15,15,70,0,0,0,0,0,0,0,0,35,35,35,10,55,0,15,35,0,15,0,10,35,15,70,30,0,30,30,40,0,40,0,0,0,0,10,0
11/18/2018 21:10,0,10,0,0,0,35,0,0,0,10,15,70,0,0,0,0,0,0,0,0,30,35,20,10,45,0,15,35,0,20,0,10,35,15,65,30,0,30,20,40,0,40,0,0,0,0,0,0
11/18/2018 21:20,0,15,0,0,0,35,0,0,0,5,20,65,0,0,0,0,0,0,0,0,25,40,20,10,15,0,15,25,0,15,0,15,55,20,50,30,0,30,20,30,0,30,0,0,0,0,0,0
11/18/2018 21:30,0,20,0,0,0,65,0,0,0,5,20,45,0,0,0,0,0,0,0,0,15,35,20,10,10,0,15,25,0,10,0,10,45,20,55,25,0,25,5,20,0,30,0,0,0,0,0,0
11/18/2018 21:40,0,20,0,0,0,65,0,0,0,5,20,55,0,0,0,0,0,0,0,0,15,35,25,10,20,0,15,20,0,5,0,10,45,10,35,25,0,15,5,20,0,30,0,0,0,0,0,0
11/18/2018 21:50,0,15,0,0,0,35,0,0,0,5,25,55,0,0,0,0,0,0,0,0,10,30,20,0,10,0,15,10,0,5,0,5,40,10,35,20,0,15,5,15,0,30,0,0,0,0,0,0
11/18/2018 22:00,0,15,0,0,0,5,0,0,0,5,25,60,0,0,0,0,0,0,0,0,15,20,10,0,15,0,10,10,0,5,0,10,25,10,40,10,0,15,15,10,0,45,0,0,0,0,0,0
11/18/2018 22:10,0,0,0,0,0,5,0,0,0,5,0,60,0,0,0,0,0,0,0,0,20,10,10,0,10,0,10,10,0,5,0,15,30,10,40,10,0,15,5,10,0,45,0,0,0,0,0,0
11/18/2018 22:20,0,0,0,0,0,5,0,0,0,5,0,60,0,0,0,0,0,0,0,0,10,10,10,0,10,0,10,10,0,5,0,15,30,10,40,10,0,15,5,10,0,20,0,0,0,0,0,0
11/18/2018 22:30,0,0,0,0,0,5,0,0,0,5,0,65,0,0,0,0,0,0,0,0,10,20,15,10,10,0,10,10,0,5,0,15,40,10,50,10,0,30,5,10,0,30,0,0,0,0,0,0
11/18/2018 22:40,0,0,0,0,0,5,0,0,0,5,0,50,0,0,0,0,0,0,0,0,10,30,10,10,20,0,10,10,0,5,0,10,45,10,35,0,0,30,5,10,0,35,0,0,0,0,0,0
11/18/2018 22:50,0,0,0,0,0,5,0,0,0,5,0,50,0,0,0,0,0,0,0,0,15,25,10,10,5,0,10,10,0,5,0,10,25,10,40,0,0,15,15,10,0,50,0,0,0,0,0,0
11/18/2018 23:00,0,0,0,0,0,5,0,0,0,5,0,40,0,0,0,0,0,0,0,0,15,15,10,10,5,0,10,10,0,5,0,10,20,10,25,10,0,15,10,10,0,50,0,0,0,0,0,0
11/18/2018 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2018 23:20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2018 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2018 23:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2018 23:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 5:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 6:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 6:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 6:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018 6:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
